epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,544.108,0.73446,0.67164,0.83522,0.82152,0.74002,0.77236,0.66279,0.60042,0.89498,0.94327,0.005941,0.005941,0.005941
43,558.173,0.64766,0.66152,0.8606,0.9192,0.76712,0.77908,0.6799,0.62297,0.73984,0.94937,0.005842,0.005842,0.005842
44,573.24,0.6388,0.65741,0.8268,0.94108,0.79826,0.79258,0.66838,0.63538,0.57687,0.94944,0.005743,0.005743,0.005743
45,588.348,0.63863,0.61697,0.82934,0.9396,0.8,0.79258,0.67446,0.59145,0.55044,0.94278,0.005644,0.005644,0.005644
46,602.765,0.66155,0.65747,0.85704,0.90693,0.8,0.78105,0.67275,0.62563,0.59911,0.95127,0.005545,0.005545,0.005545
47,618.031,0.6423,0.6328,0.84131,0.90733,0.8,0.78105,0.67491,0.61453,0.62887,0.95053,0.005446,0.005446,0.005446
48,632.711,0.62368,0.67459,0.87305,0.94878,0.8,0.79409,0.68254,0.6763,0.6286,0.9535,0.005347,0.005347,0.005347
49,646.66,0.64604,0.5914,0.86697,0.9398,0.79748,0.79409,0.6826,0.60783,0.61278,0.94374,0.005248,0.005248,0.005248
50,661.314,0.6582,0.55328,0.86885,0.87739,0.79215,0.79409,0.67974,0.56893,0.65676,0.93725,0.005149,0.005149,0.005149
51,676.528,0.55793,0.53216,0.7928,0.84092,0.8,0.79811,0.68135,0.58006,0.7475,0.9386,0.00505,0.00505,0.00505
52,691.01,0.60866,0.52803,0.82962,0.93016,0.8,0.79409,0.68899,0.59671,0.56616,0.94077,0.004951,0.004951,0.004951
53,706.235,0.62403,0.59853,0.82341,0.94833,0.8,0.79258,0.69381,0.58574,0.57868,0.9394,0.004852,0.004852,0.004852
54,720.638,0.58063,0.53139,0.84144,0.94085,0.79735,0.78927,0.70717,0.52781,0.57841,0.93206,0.004753,0.004753,0.004753
55,734.743,0.52941,0.53195,0.81129,0.94277,0.79521,0.77927,0.69398,0.49792,0.5337,0.92798,0.004654,0.004654,0.004654
56,749.484,0.6276,0.51498,0.80736,0.94779,0.8,0.77844,0.69522,0.51675,0.47982,0.93193,0.004555,0.004555,0.004555
57,763.257,0.57381,0.52119,0.8201,0.92964,0.8,0.77844,0.68967,0.54412,0.48435,0.93516,0.004456,0.004456,0.004456
58,777.939,0.64303,0.54644,0.8301,0.91983,0.8,0.78131,0.67631,0.57072,0.46257,0.93999,0.004357,0.004357,0.004357
59,793.832,0.55918,0.50122,0.84768,0.92141,0.8,0.78409,0.66274,0.63387,0.49164,0.95125,0.004258,0.004258,0.004258
60,811.76,0.58857,0.4917,0.85016,0.9386,0.8,0.7959,0.70176,0.62485,0.50641,0.95112,0.004159,0.004159,0.004159
61,827.805,0.55265,0.48579,0.83878,0.94713,0.8,0.7959,0.70343,0.58998,0.53348,0.94666,0.00406,0.00406,0.00406
62,843.299,0.53833,0.47654,0.81486,0.95097,0.8,0.79021,0.69726,0.56515,0.54926,0.94227,0.003961,0.003961,0.003961
63,857.584,0.58507,0.54305,0.83426,0.94307,0.79741,0.77927,0.68715,0.5657,0.53838,0.93973,0.003862,0.003862,0.003862
64,871.686,0.58905,0.52053,0.83967,0.92216,0.79533,0.766,0.63223,0.64172,0.5587,0.94806,0.003763,0.003763,0.003763
65,886.606,0.5805,0.55073,0.81147,0.9173,0.79491,0.766,0.65215,0.57238,0.55566,0.9374,0.003664,0.003664,0.003664
66,900.246,0.54661,0.56647,0.84494,0.91622,0.79438,0.77927,0.68119,0.53739,0.5559,0.93312,0.003565,0.003565,0.003565
67,914.365,0.60918,0.51528,0.82113,0.91477,0.79437,0.78258,0.68657,0.53965,0.54091,0.93388,0.003466,0.003466,0.003466
68,929.37,0.60858,0.49529,0.83634,0.92076,0.79479,0.78409,0.65284,0.6218,0.50917,0.94758,0.003367,0.003367,0.003367
69,944.314,0.59637,0.53244,0.84294,0.9291,0.7858,0.7959,0.66719,0.59778,0.49136,0.94331,0.003268,0.003268,0.003268
70,957.94,0.63648,0.51538,0.83036,0.94096,0.75738,0.7959,0.68969,0.53805,0.48379,0.93453,0.003169,0.003169,0.003169
71,972.844,0.5599,0.48268,0.81923,0.93753,0.75689,0.79811,0.70276,0.51161,0.48459,0.93072,0.00307,0.00307,0.00307
72,987.695,0.55885,0.51763,0.82244,0.93451,0.76765,0.82575,0.72059,0.52496,0.52184,0.93241,0.002971,0.002971,0.002971
73,1001.64,0.57916,0.47895,0.81978,0.93219,0.78266,0.82575,0.71483,0.55514,0.53327,0.93672,0.002872,0.002872,0.002872
74,1016.12,0.58928,0.55309,0.83177,0.93193,0.79666,0.80917,0.69562,0.60596,0.51642,0.9435,0.002773,0.002773,0.002773
75,1031.36,0.55434,0.48359,0.80503,0.93783,0.79853,0.80087,0.69494,0.62665,0.48043,0.94598,0.002674,0.002674,0.002674
76,1045.59,0.62204,0.51648,0.81995,0.94247,0.8,0.79409,0.70058,0.53126,0.43809,0.93147,0.002575,0.002575,0.002575
77,1060.83,0.58248,0.49202,0.85216,0.942,0.8,0.79131,0.69827,0.50864,0.44696,0.92821,0.002476,0.002476,0.002476
78,1075.93,0.57425,0.51235,0.83305,0.94337,0.8,0.79021,0.69759,0.51509,0.45166,0.92921,0.002377,0.002377,0.002377
79,1089.83,0.51312,0.47114,0.83136,0.94482,0.8,0.79927,0.70763,0.51684,0.46084,0.93054,0.002278,0.002278,0.002278
80,1105.13,0.5411,0.4538,0.78935,0.94224,0.8,0.79647,0.70421,0.57262,0.5099,0.93884,0.002179,0.002179,0.002179
81,1119.31,0.54122,0.45868,0.83337,0.94312,0.8,0.79647,0.70338,0.57337,0.50613,0.93846,0.00208,0.00208,0.00208
82,1133.74,0.72962,0.67193,0.86935,0.94479,0.8,0.79771,0.71269,0.52864,0.48299,0.93224,0.001981,0.001981,0.001981
83,1147.99,0.48455,0.43849,0.7923,0.94345,0.8,0.78927,0.69199,0.4935,0.47563,0.92797,0.001882,0.001882,0.001882
84,1163.18,0.49864,0.43184,0.80852,0.93713,0.8,0.78927,0.69156,0.50984,0.47577,0.93026,0.001783,0.001783,0.001783
85,1178.04,0.42325,1.22436,0.64352,0.93817,0.8,0.78927,0.68631,0.53888,0.4702,0.93352,0.001684,0.001684,0.001684
86,1192.57,0.52003,0.47681,0.82289,0.93805,0.8,0.79021,0.68969,0.55795,0.46446,0.9357,0.001585,0.001585,0.001585
87,1207.9,0.55908,0.5274,0.83442,0.94152,0.8,0.79021,0.6942,0.54892,0.46002,0.93431,0.001486,0.001486,0.001486
88,1223.39,0.57356,0.50018,0.83127,0.95026,0.8,0.79021,0.70273,0.52262,0.44629,0.92975,0.001387,0.001387,0.001387
89,1237.81,0.51109,0.46658,0.83677,0.9505,0.8,0.79021,0.70571,0.51453,0.43273,0.92836,0.001288,0.001288,0.001288
90,1251.91,0.49889,0.4105,0.84809,0.94977,0.8,0.79021,0.6874,0.51882,0.42412,0.9292,0.001189,0.001189,0.001189
91,1266.75,0.49993,0.46342,0.81952,0.94993,0.8,0.79021,0.69458,0.53444,0.43278,0.93151,0.00109,0.00109,0.00109
92,1281.38,0.48427,0.43084,0.82084,0.94964,0.8,0.78021,0.67839,0.56042,0.4721,0.93492,0.000991,0.000991,0.000991
93,1294.27,0.52263,0.43332,0.84176,0.94987,0.8,0.78021,0.69,0.54444,0.48461,0.93293,0.000892,0.000892,0.000892
94,1306.37,0.49206,0.39361,0.80303,0.94979,0.8,0.78021,0.70092,0.52333,0.48678,0.93038,0.000793,0.000793,0.000793
95,1321.77,0.47388,0.44297,0.79213,0.94993,0.8,0.78021,0.69321,0.50626,0.48122,0.92887,0.000694,0.000694,0.000694
96,1335.95,0.48434,0.43544,0.84453,0.95236,0.8,0.79021,0.69866,0.50203,0.45887,0.92923,0.000595,0.000595,0.000595
97,1346.78,0.40095,1.26331,0.64295,0.95224,0.8,0.79131,0.69794,0.50513,0.4483,0.92964,0.000496,0.000496,0.000496
98,1358.4,0.53961,0.4121,0.78843,0.95256,0.8,0.79131,0.69731,0.51025,0.44722,0.9302,0.000397,0.000397,0.000397
99,1370.29,0.56801,0.41729,0.83166,0.95278,0.8,0.79131,0.69767,0.51687,0.44214,0.93076,0.000298,0.000298,0.000298
100,1381.21,0.60732,0.50995,0.82627,0.95336,0.8,0.79131,0.69853,0.53262,0.43311,0.93237,0.000199,0.000199,0.000199
