epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1640.75,0.44479,0.35741,0.86391,0.99849,1,0.995,0.94343,0.38116,0.2809,0.76808,0.007624,0.007624,0.007624
26,1723.76,0.46845,0.35829,0.86027,0.99843,1,0.995,0.90599,0.43519,0.41025,0.75598,0.007525,0.007525,0.007525
27,1805.93,0.47632,0.35314,0.86828,0.99334,1,0.995,0.96135,0.37218,0.46485,0.76541,0.007426,0.007426,0.007426
28,1878.07,0.47971,0.36415,0.85848,0.99624,1,0.995,0.96335,0.29722,0.42699,0.75257,0.007327,0.007327,0.007327
29,1952.1,0.46868,0.35291,0.87875,0.99838,1,0.995,0.9722,0.32462,0.29999,0.75613,0.007228,0.007228,0.007228
30,2013.13,0.44953,0.34385,0.84593,0.99856,1,0.995,0.9061,0.45875,0.26816,0.76874,0.007129,0.007129,0.007129
31,2082.26,0.49022,0.35995,0.87276,1,1,0.995,0.90356,0.48965,0.34031,0.77143,0.00703,0.00703,0.00703
32,2150.2,0.46249,0.35328,0.86868,0.99873,1,0.995,0.9078,0.56484,0.39227,0.77203,0.006931,0.006931,0.006931
33,2222.61,0.42595,0.32103,0.8658,0.99871,1,0.995,0.90612,0.40099,0.21665,0.78066,0.006832,0.006832,0.006832
34,2270.65,0.45278,0.33088,0.84947,0.99866,1,0.995,0.90897,0.38363,0.21337,0.76722,0.006733,0.006733,0.006733
35,2341.47,0.47099,0.34903,0.87641,0.99866,1,0.995,0.95158,0.33878,0.21161,0.75395,0.006634,0.006634,0.006634
36,2421.55,0.44854,0.33052,0.85117,0.99874,1,0.995,0.88016,0.48249,0.38466,0.7662,0.006535,0.006535,0.006535
37,2512.53,0.46268,0.34684,0.87016,0.99865,1,0.995,0.9199,0.51407,0.35214,0.76814,0.006436,0.006436,0.006436
38,2596.43,0.43285,0.33248,0.85102,0.99724,1,0.995,0.90036,0.53065,0.40663,0.76475,0.006337,0.006337,0.006337
39,2667.52,0.44858,0.32691,0.84792,0.99464,1,0.995,0.89559,0.51062,0.36768,0.76791,0.006238,0.006238,0.006238
40,2739.1,0.42998,0.32161,0.85301,0.99871,1,0.995,0.94367,0.42685,0.22784,0.77579,0.006139,0.006139,0.006139
41,2803.67,0.45807,0.31788,0.85784,0.99872,1,0.995,0.94952,0.33097,0.26364,0.76136,0.00604,0.00604,0.00604
42,2861.67,0.44835,0.32087,0.84102,0.9987,1,0.995,0.9441,0.3224,0.1871,0.75004,0.005941,0.005941,0.005941
43,2953.96,0.40943,0.30053,0.84889,0.99873,1,0.995,0.97624,0.25837,0.21663,0.74588,0.005842,0.005842,0.005842
44,3008.98,0.41014,0.30021,0.84843,0.99871,1,0.995,0.97905,0.27169,0.25697,0.74575,0.005743,0.005743,0.005743
45,3061.47,0.40355,0.29629,0.83439,1,1,0.995,0.94874,0.28061,0.23561,0.74618,0.005644,0.005644,0.005644
46,3113.97,0.40141,0.30517,0.85305,1,1,0.995,0.9646,0.28399,0.26036,0.74399,0.005545,0.005545,0.005545
47,3168.02,0.38819,0.29542,0.85127,0.99871,1,0.995,0.9575,0.31942,0.24116,0.74818,0.005446,0.005446,0.005446
48,3217.09,0.38012,0.28857,0.85476,0.9987,1,0.995,0.97224,0.28702,0.23079,0.74074,0.005347,0.005347,0.005347
49,3264.97,0.40902,0.30174,0.85245,0.99866,1,0.995,0.9666,0.31368,0.23109,0.74221,0.005248,0.005248,0.005248
50,3319.88,0.39821,0.29958,0.85047,0.99865,1,0.995,0.97863,0.29554,0.26303,0.74331,0.005149,0.005149,0.005149
51,3367.61,0.41441,0.30359,0.84581,0.99867,1,0.995,0.92746,0.34929,0.30186,0.74844,0.00505,0.00505,0.00505
52,3418.5,0.39521,0.29723,0.83888,0.99873,1,0.995,0.92095,0.32576,0.27695,0.74284,0.004951,0.004951,0.004951
53,3467.8,0.38843,0.28971,0.84161,0.99869,1,0.995,0.97137,0.29729,0.26324,0.74572,0.004852,0.004852,0.004852
54,3522.2,0.39308,0.29143,0.8453,0.99871,1,0.995,0.96218,0.33699,0.26707,0.74621,0.004753,0.004753,0.004753
55,3575.98,0.39193,0.28128,0.85053,0.99872,1,0.995,0.96129,0.3429,0.24099,0.74238,0.004654,0.004654,0.004654
56,3629.98,0.38794,0.2804,0.85163,0.99872,1,0.995,0.97675,0.25739,0.19978,0.73984,0.004555,0.004555,0.004555
57,3697.11,0.36441,0.26532,0.83623,0.99872,1,0.995,0.94043,0.36063,0.27003,0.74499,0.004456,0.004456,0.004456
58,3747.76,0.37377,0.27256,0.84087,0.99866,1,0.995,0.94992,0.35838,0.203,0.7453,0.004357,0.004357,0.004357
59,3798.11,0.38615,0.27704,0.84733,0.99864,1,0.995,0.94398,0.32196,0.17713,0.74203,0.004258,0.004258,0.004258
60,3851.39,0.37507,0.26575,0.83959,0.99866,1,0.995,0.90355,0.39265,0.2203,0.74911,0.004159,0.004159,0.004159
61,3903.22,0.3772,0.26569,0.84131,0.99871,1,0.995,0.97083,0.28978,0.19209,0.74111,0.00406,0.00406,0.00406
62,3955.44,0.36784,0.26076,0.83603,0.99866,1,0.995,0.94165,0.3242,0.23673,0.74291,0.003961,0.003961,0.003961
63,4008.42,0.37688,0.26061,0.84992,0.99852,1,0.995,0.93723,0.39692,0.25639,0.74992,0.003862,0.003862,0.003862
64,4063.7,0.36897,0.25462,0.84566,0.99872,1,0.995,0.96316,0.39396,0.23698,0.76239,0.003763,0.003763,0.003763
65,4116.72,0.36663,0.25373,0.83573,1,1,0.995,0.97944,0.32618,0.20997,0.74812,0.003664,0.003664,0.003664
66,4169.75,0.35156,0.2517,0.84093,0.99866,1,0.995,0.95142,0.29792,0.18388,0.7388,0.003565,0.003565,0.003565
67,4223,0.35439,0.25416,0.8413,0.99872,1,0.995,0.95732,0.28684,0.22661,0.73852,0.003466,0.003466,0.003466
68,4286.8,0.35777,0.24989,0.84451,0.99872,1,0.995,0.94884,0.29166,0.24786,0.73705,0.003367,0.003367,0.003367
69,4343.23,0.37431,0.26056,0.82725,0.9987,1,0.995,0.94562,0.31035,0.15699,0.73861,0.003268,0.003268,0.003268
70,4402.23,0.3635,0.25738,0.83596,0.99826,1,0.995,0.98013,0.24003,0.16305,0.73642,0.003169,0.003169,0.003169
71,4454.44,0.35567,0.25945,0.84066,0.99847,1,0.995,0.95756,0.30383,0.16339,0.76707,0.00307,0.00307,0.00307
72,4507.27,0.34916,0.2496,0.83459,0.99871,1,0.995,0.92312,0.40972,0.20686,0.77068,0.002971,0.002971,0.002971
73,4566.97,0.35659,0.25561,0.83456,0.99872,1,0.995,0.97135,0.25768,0.15248,0.74035,0.002872,0.002872,0.002872
74,4619.61,0.35609,0.25447,0.84442,1,1,0.995,0.95403,0.30047,0.19661,0.74959,0.002773,0.002773,0.002773
75,4670.4,0.35333,0.23929,0.83982,1,1,0.995,0.96662,0.29637,0.19376,0.74882,0.002674,0.002674,0.002674
76,4723.25,0.35072,0.24285,0.84769,1,1,0.995,0.93865,0.37363,0.15588,0.74811,0.002575,0.002575,0.002575
77,4775.28,0.36879,0.2487,0.84777,0.99873,1,0.995,0.94717,0.30476,0.22358,0.73792,0.002476,0.002476,0.002476
78,4826.94,0.36556,0.25346,0.84112,1,1,0.995,0.96289,0.29872,0.23076,0.73668,0.002377,0.002377,0.002377
79,4879.04,0.35464,0.2359,0.83499,1,1,0.995,0.96358,0.28046,0.20772,0.7374,0.002278,0.002278,0.002278
80,4935.57,0.34392,0.2409,0.8364,1,1,0.995,0.97828,0.27094,0.2132,0.7407,0.002179,0.002179,0.002179
81,4993.5,0.34491,0.2375,0.83558,1,1,0.995,0.96603,0.26382,0.17697,0.73463,0.00208,0.00208,0.00208
82,5047.87,0.34118,0.23333,0.84428,1,1,0.995,0.96049,0.2818,0.17195,0.73761,0.001981,0.001981,0.001981
83,5116.22,0.31588,0.22137,0.83135,0.99875,1,0.995,0.96109,0.2825,0.16046,0.742,0.001882,0.001882,0.001882
84,5178.35,0.31191,0.20715,0.83426,0.99875,1,0.995,0.9796,0.25479,0.1728,0.73355,0.001783,0.001783,0.001783
85,5214.02,0.32559,0.22123,0.8302,1,1,0.995,0.96752,0.27957,0.16041,0.73991,0.001684,0.001684,0.001684
86,5249.33,0.30906,0.20712,0.8422,0.99874,1,0.995,0.95884,0.29735,0.17118,0.73571,0.001585,0.001585,0.001585
87,5285.13,0.32597,0.21932,0.82956,1,1,0.995,0.97093,0.26738,0.17904,0.73534,0.001486,0.001486,0.001486
88,5321.7,0.32272,0.22186,0.83144,1,1,0.995,0.9643,0.26707,0.15808,0.7368,0.001387,0.001387,0.001387
89,5355.61,0.32463,0.21626,0.82244,0.99873,1,0.995,0.93674,0.35638,0.18151,0.73846,0.001288,0.001288,0.001288
90,5401.94,0.29618,0.21013,0.82967,0.99875,1,0.995,0.92619,0.35611,0.1948,0.74193,0.001189,0.001189,0.001189
91,5438.04,0.29281,0.1985,0.79204,1,1,0.995,0.95765,0.31845,0.25292,0.73463,0.00109,0.00109,0.00109
92,5471.81,0.30255,0.18281,0.79282,1,1,0.995,0.9644,0.2618,0.19707,0.73322,0.000991,0.000991,0.000991
93,5506.23,0.29177,0.1873,0.78753,1,1,0.995,0.97678,0.26697,0.23092,0.73276,0.000892,0.000892,0.000892
94,5537.97,0.27853,0.17946,0.77869,1,1,0.995,0.97304,0.28667,0.19323,0.73341,0.000793,0.000793,0.000793
95,5571.17,0.28485,0.17472,0.7821,1,1,0.995,0.96153,0.28795,0.19585,0.73652,0.000694,0.000694,0.000694
96,5607.85,0.27915,0.17404,0.7829,1,1,0.995,0.9652,0.31441,0.17159,0.73391,0.000595,0.000595,0.000595
97,5652.63,0.28211,0.17109,0.78515,1,1,0.995,0.96526,0.2804,0.13906,0.73433,0.000496,0.000496,0.000496
98,5703.07,0.27973,0.16924,0.77873,1,1,0.995,0.96369,0.25247,0.14134,0.73234,0.000397,0.000397,0.000397
99,5744.87,0.27261,0.16418,0.78284,1,1,0.995,0.96489,0.26009,0.126,0.73196,0.000298,0.000298,0.000298
100,5790.01,0.27186,0.15667,0.76496,1,1,0.995,0.97099,0.28073,0.1485,0.73478,0.000199,0.000199,0.000199
