epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,44.1774,0.90262,1.58627,0.99817,0.00538,1,0.995,0.58108,1.12567,2.44325,1.12832,0.0811,0.0021,0.0021
2,98.9276,0.86636,0.77933,0.99562,0.00989,0.97619,0.00995,0.00535,2.13594,82.1502,7.67148,0.0612574,0.00425743,0.00425743
3,153.952,0.80649,0.67956,0.99243,0.00902,1,0.00946,0.00318,3.03738,1746.96,8.22843,0.0413713,0.0063713,0.0063713
4,208.7,0.77877,0.60389,0.96676,0.02986,0.07143,0.01274,0.00127,4.05996,22.7273,11.1348,0.0214416,0.00844161,0.00844161
5,262.821,0.87069,0.63435,0.9709,0.3971,0.80952,0.38094,0.10567,2.03706,3.69412,2.06586,0.009604,0.009604,0.009604
6,317.426,0.75431,0.59467,0.9545,0.22541,0.85917,0.24625,0.06126,2.37007,8.57772,2.127,0.009505,0.009505,0.009505
7,370.611,0.74105,0.56077,0.94425,0.21063,1,0.298,0.18198,1.11664,8.06807,0.96694,0.009406,0.009406,0.009406
8,401.541,0.65835,0.51428,0.92147,0.00516,0.33333,0.00684,0.00159,3.45687,17.2751,3.55315,0.009307,0.009307,0.009307
9,466.497,0.66308,0.51977,0.9213,0.74897,1,0.82552,0.67984,0.77278,1.74915,0.84057,0.009208,0.009208,0.009208
10,530.014,0.65829,0.49279,0.90046,0.98627,1,0.995,0.8363,0.66666,1.66838,0.80851,0.009109,0.009109,0.009109
11,592.466,0.64098,0.49668,0.90224,0.98575,1,0.995,0.83144,0.66026,2.44436,0.82156,0.00901,0.00901,0.00901
12,658.774,0.59192,0.46507,0.90044,0.89081,1,0.995,0.89294,0.50332,0.89626,0.78372,0.008911,0.008911,0.008911
13,752.14,0.62484,0.4669,0.89998,0.99857,1,0.995,0.83623,0.60997,0.58401,0.78529,0.008812,0.008812,0.008812
14,826.309,0.59141,0.45368,0.90142,0.83532,1,0.995,0.91911,0.40346,0.69224,0.76676,0.008713,0.008713,0.008713
15,905.332,0.53511,0.42555,0.87914,0.9617,1,0.995,0.92325,0.51069,0.74867,0.77413,0.008614,0.008614,0.008614
16,976.402,0.5392,0.40641,0.89409,0.99831,1,0.995,0.83978,0.62289,0.35561,0.80104,0.008515,0.008515,0.008515
17,1056.9,0.51986,0.39884,0.87567,0.99822,1,0.995,0.87903,0.55734,0.36562,0.78755,0.008416,0.008416,0.008416
18,1129.06,0.52996,0.41464,0.86903,0.99822,1,0.995,0.8473,0.46662,0.41601,0.7801,0.008317,0.008317,0.008317
19,1211.56,0.50276,0.38774,0.87162,0.99833,1,0.995,0.83451,0.5243,0.36234,0.77803,0.008218,0.008218,0.008218
20,1288.46,0.50263,0.39334,0.88509,0.99611,1,0.995,0.87927,0.66241,0.39921,0.80297,0.008119,0.008119,0.008119
21,1358.12,0.46096,0.3717,0.8722,0.99742,1,0.995,0.86227,0.63309,0.42629,0.83736,0.00802,0.00802,0.00802
22,1426.57,0.47095,0.37723,0.86303,0.99862,1,0.995,0.91118,0.43967,0.33332,0.75897,0.007921,0.007921,0.007921
23,1495.37,0.48524,0.37389,0.86501,0.9984,1,0.995,0.91431,0.38284,0.30921,0.76406,0.007822,0.007822,0.007822
24,1563.54,0.46388,0.36487,0.86115,0.99854,1,0.995,0.97926,0.33082,0.39268,0.77253,0.007723,0.007723,0.007723
